Event, mu_E, mu_Px, mu_Py, mu_Pz, B1_E, B1_Px, B1_Py, B1_Pz, B2_E, B2_Px, B2_Py, B2_Pz, J1_E, J1_Px, J1_Py, J1_Pz, J2_E, J2_Px, J2_Py, J2_Pz, J3_E, J3_Px, J3_Py, J3_Pz
2732, 183990, 36226.6, 1743.61, -180380, 126095, -76744.1, 18184.1, 97749.1, 39350.3, 36695.5, 10147.1, -5465.33, 87884.4, 39073.7, 11030.3, 77795.2, 39679.1, 7980.07, -36019.6, -13149.5, 84012.4, -2871.07, 25914.7, 79744.4
2747, 53751.1, -46518.2, -2999.76, 26762.5, 81777.2, 64918.5, -15715.7, -46159.9, 75023, 11278.1, 49182.6, 54471.8, 139207, -51256.6, 1471.07, 129343, 42084.2, -8504.73, -39664.8, 8086.43, 59203.6, -17598.2, 31059.9, 46885.3
2770, 88617.3, -30690.6, -7220.74, 82818.8, 66341, 733.731, -62294.1, -22206.5, 29219.5, 18039.9, -22420.6, -2037.56, 408182, -8125.38, 68153, -402248, 58637.9, -54826.1, -18297.8, -7762.86, 53505, -47185.4, -6156.19, 23415.1
2771, 55057.7, -35681.4, -41381.6, -6763.43, 123473, 47602.2, 110885, 23196.7, 153578, -95138.9, 38365.7, -113683, 100334, 95186.6, -20538.3, 22284.8, 162090, -10139.4, -70433.1, -145521, 41388, 30529.3, -18125.3, 20687.2
2772, 222117, 128080, -51730.3, 173941, 248930, -193234, 69943.2, 140327, 123178, 66162.7, -98123.1, 32688.3, 146995, 52408.1, 119693, 65648.9, 93324.7, -45893.6, -21653.2, 78096.4, 65248.5, -26422.1, 1544.97, 59599.1
2774, 143017, 65197.1, 36588, 121920, 473028, -84873.6, 106734, 452825, 478244, 129081, -38887.2, 458532, 197959, -103887, -132183, -103079, 134747, -2962.84, 37019, 129390, 44512.6, -15247.1, -22732.8, -34810.5
2826, 41846, 10616.2, 34825.4, -20629.1, 216001, 202000, -44656.4, 49644.5, 95422.9, -54114, 27037.5, -73387, 166330, -60550.8, 33821.5, -150725, 99709, 39081.4, 48539.5, 77447.7, 43401.4, 17399.3, -36081.5, -13035.1
2839, 68190.4, -12275.7, -25532.2, 62026.9, 115242, -82106.7, 25441.4, -76302.5, 47917.1, -17840.7, 41911.7, -12772, 101183, 84927.1, 3794.55, -53730.5, 67672.5, 1910.3, -52648, 41758.5, 118675, -26378.2, 5423.74, -115504
2862, 125442, 121592, -3482.48, 30643.4, 145838, 131095, 44804.2, -45142.6, 154373, -122644, -28466.5, 86906.4, 132188, -128233, 30594.4, -5457.84, 49155, -22971.9, 27969.9, 32707.1, 39712.6, -25812.7, 4367.5, 29656.1
2866, 89727.8, 9434.63, 47974, -75236.7, 201735, 45593.1, 153759, -121209, 197991, -25898.3, -117589, -156484, 94580.7, -58086.9, -73306, 5288.32, 81179.4, 55587.5, -20599.6, -55209.5, 31958.1, -19411.1, 16629.9, -18379.1
2878, 107691, 49648.3, -74210.7, -60208.5, 327232, -138201, -82778.1, -284665, 69130, 65703.1, -15927.1, 12014.5, 613382, -3841.24, 189028, -583200, 75404.9, 8657.77, 41884.5, -61786.4, 162151, -32803.7, 24838.2, -156780
2884, 118182, 76807.4, 17179.6, -88161.7, 174095, -161014, -11566.4, 62761.5, 50386.1, 46348.4, 17062.2, -9012.39, 127253, -75444.2, 59537.7, 81173.4, 138142, -25857.9, -28089.3, 132605, 125697, -25919.2, 1495.54, -122802
2887, 277775, 131059, 16123.3, -244382, 257032, 88824.9, 82445.7, -226414, 74683.2, -73074.8, 8287.1, 7793.41, 324181, -180356, 72365.6, 259117, 169623, -121321, -107376, -47916.7, 51842.8, 21512.5, -32710.6, 33367.8
2913, 86940.4, 75088.6, -43300.5, -6737.66, 49365.8, -47213.8, -9035.85, 8292.61, 64464.4, -2403.1, -43269.9, 46888.2, 82346.1, -27695.1, 72776.6, 25838.5, 71463.6, -15006.4, 59807.5, -33991.6, 55121, 27247.4, -19222.1, -43606.7
2945, 122388, -109748, -13272.4, 52517.5, 257295, 250485, -23150.9, 47814.1, 219036, -193340, 74202.1, 70665.7, 111895, 84168.7, -56904.3, -44207.8, 78770.9, 74790.6, 20264.2, -11622.9, 48226.3, -5671.31, 28367.1, 37915.6
2957, 167661, -57982, 71895.4, -139926, 346651, 252342, -116818, -203141, 30964.7, -29726.4, 7510.16, -242.455, 218329, -134277, 70023.6, -155860, 176195, 23041.7, -25608.3, -172660, 33196.5, -21030.2, 15116.1, 20158
2981, 37916.6, -19758.9, 28480.9, 15364.9, 270169, -60222.8, 224131, -136237, 34489.8, -8288.35, -32935, -2137.72, 124034, 76747.2, -83355, -48253.8, 137088, 20049.6, -86104.8, 104328, 130406, -781.557, -28953.7, 127069
2996, 261034, -70469.2, 140127, -208656, 90212.8, 7023.42, -30427.7, -84498.7, 30968.6, 3388.92, 27921.3, 12196.7, 317246, -154947, -106404, 255168, 367575, 137813, 22031.7, -339843, 63087.5, 41459.6, 21703.9, -41928
3082, 82549.3, 35745.3, 4384.55, 74279.3, 138813, -3138.75, -95255.4, -99318.9, 82694, 30164.8, -14769.3, 75357.5, 66054.9, -51938, 33433.2, 21777.1, 102553, -52411.8, -23145.6, 84597.3, 49528.2, -30230.5, -36547.5, -12582.9
3084, 159203, 16110.9, -56273, -148052, 305728, -56941.3, 1646.8, -300243, 39637.1, 38988.4, 189.713, -1648.24, 60199.2, -59276, 7859.08, -2466.05, 49875.4, -27135.6, 13521.8, 39378.3, 51450.8, -11786.5, 23751.1, 44045.1
3102, 52187.3, 45295.8, 24268.5, 9100.98, 95097.5, 55317.6, 24120.3, 72898.4, 47694.3, 4371.99, -38373.5, 26917.6, 216994, -94416.9, -34514.5, -191864, 292844, -98669.8, -10005.7, -275263, 238784, 18654, 82351, 223207
3110, 234057, -45214.7, 66694.1, 219750, 165818, 82479.1, -104113, -97192.6, 120898, -9462.17, 88858.7, 80944, 102276, 9417.45, -92394.1, -40245.2, 66556.1, -55851.7, -33123.5, -12775.8, 106515, 26945, -30421.2, 98350.4
3139, 132366, -51782.8, 4932.67, 121717, 83687.8, -3688, -56262.8, 61471.8, 55662.7, 28769.8, 6961.29, -47022.3, 75191.5, -63735.5, 14801.7, -36393.4, 164301, 22880.7, -49786.6, 154404, 62701.4, 8515.77, 34938.3, -51192.6
3171, 50513, -45556.7, -14133.2, 16625.1, 215388, -149977, 22372.4, -152008, 58897, 42793.2, 7556.82, -38863.1, 82203.6, 80791.8, -12707.3, 5706.22, 34761, 5590.51, -27667.1, 19099.9, 29398.9, 19662.9, -19304.4, -8086.12
3178, 57916.7, -12981.4, -55209.1, -11737.9, 108561, 81841, -69913.8, -10103.7, 173960, 20520.4, 82550.8, 151462, 156806, -63087.8, 48704.6, 134577, 62382.9, -54061.3, 5265.5, 29612.7, 150376, -11554.4, -52974.4, -140085
3182, 423362, -36390.3, 165538, -387954, 290770, -89495.7, 94453.1, -259538, 60389.7, -43271, 14339.8, -39277.1, 887069, 169781, -475224, -728511, 275575, -13236.5, 168121, -217362, 168989, 8512.58, 51631.1, -160542
3208, 104677, 67995.7, -10898, -78835.8, 209290, 7808.75, -111531, -176652, 63953.5, 26352.7, -3938.68, 58037.5, 119818, -6042.59, 79710.7, 88862.3, 37606.4, -30894.4, 20415.2, 4109.43, 52407.4, -25958.6, -1775.53, -45157.9
3223, 166245, 124485, -20430.7, -108275, 254946, 148154, -106542, -176581, 187413, -179335, 1702.49, 52333.3, 1.24859e+06, 281304, 126196, -1.20967e+06, 358923, -267650, -26155.9, 234308, 94742.1, -55654.3, 30508.7, 69296.1
3225, 106924, 49371.4, -73454.6, -59996, 115041, 40309.4, -96732.5, 46100.5, 133328, 13322, 58038.6, 119032, 280514, -89208, 155897, 214755, 111303, -53853.5, 13144.4, 96121.8, 49035.5, -12678.6, 28226.6, -37743.5
3235, 72338.4, -62889.9, -35123.7, 6634.89, 41075.9, 19270.2, -30869, 17804, 96959.3, -20050.2, 17130.6, 93210.2, 183180, -29512.3, 69562.5, 166610, 163114, -41914.7, -17461.8, 156530, 29540.4, 17511.9, 22281, 5373.04
3237, 57284.3, -22337.8, 51381.7, -11934.2, 111113, 28861.6, -79957.7, -70827.9, 65861.5, -43442.6, 35517.5, -33345.4, 96278.1, 51000.6, -7063.89, 81087.5, 31417.8, -30412, 4279.61, 3948.04, 34125.5, -25762.6, -15255.4, -15232.6
3238, 39941.5, 3897.31, 38164.6, -11116.7, 174569, 122448, 28465, -120225, 95089.9, -92284.1, 11826, -18110.3, 82231.3, -38619.1, 9161.63, -71955.5, 39212.6, -15251.3, -35044.4, 1886.53, 95149.6, -32005.3, -12073.4, -88631.8
3263, 88151.4, 20701.6, -43932.5, -73566.6, 167020, -52542.3, 75809.1, -138571, 89639, 4616.42, -87291.1, -16933.4, 63189.3, -3110.73, 61834, -8107.81, 46447.9, 29077.1, -35449.7, -266.518, 34096.5, -25417.1, 2572.06, 22057.7
3277, 86766.2, -40326, -3981.73, -76722.4, 263323, 151351, 84194.4, 196799, 62590.7, -7846.81, 45464.7, 41413.6, 1.47993e+06, -52840.4, -236540, 1.45985e+06, 287549, -83253.2, 105252, -253992, 116280, 5198.66, 59771.8, 99329.4
3283, 75512.3, -13790.3, -41254.8, -61724.9, 785388, -195179, -213449, -729963, 147605, 13022.6, 91935.5, -114372, 707527, 134064, 202149, -664353, 146698, 46877.8, 3734.8, -138866, 62701.9, 27134, -17389.9, 53265
3331, 46368.4, 37497, -16738.6, -21536.2, 77085.9, 21571.8, 51377.8, -52514.3, 110151, 43989.4, -13481, 99830.4, 126912, -21278.6, -64920.6, -106257, 49134.7, -21084.7, 30883.5, 30554.2, 55993.1, -17229.6, 20292.1, -48907.8
3356, 37611.9, -19947.9, 31398.8, -5553.16, 41987.6, 35894.8, -4187.88, -20091.8, 55204.8, -33748.6, 4036.99, -43081.7, 152080, 92228, 10748.4, -120169, 47728.8, 40822.9, 22278.1, 9213.64, 41609.8, 851.918, -40524.8, 4445
3364, 27999.6, 27315.2, 2269.17, 5718.07, 152821, -16236.1, -145024, 43176.5, 124074, 64795, 88894.6, -56555.6, 55757.1, -54441.9, -4539.02, -377.913, 43765.1, 35008.2, 15613, 20242.8, 170755, 18233.6, 26858.3, 167594
3392, 150380, -121386, 403.858, 88766.7, 327261, -146846, 6437.28, 291927, 107018, 42176.8, -25058.4, -94774.1, 866715, 160375, 87913.5, 846888, 184721, 72191, -163368, -45651.3, 44922.5, 6253.42, 37581.9, 23434.8
3401, 237396, 72235.3, -38478.3, -222842, 113444, 5384.3, 98811.8, 54535.5, 63017.1, -23106.8, -29121.7, -50361.6, 80817.9, -56223.3, 33883.7, 46827.2, 37464.9, -18595.7, -31578.3, -2894.6, 38265.1, -29797.7, 15655, -17158.1
3409, 240897, -62953.1, 37564.5, -229471, 174894, 582.845, -120399, 125854, 222333, -10659.3, 96227.1, -199544, 164809, 56187.3, -54691.4, 144525, 57562.9, 41791.6, 15193.9, 36164.6, 32324.7, -19337, 21782.9, -12253.9
3427, 78428.7, 6382.59, -49592, -60423, 659732, -130131, 100771, -638854, 58059.3, -48104.7, -1382.03, -31004.1, 59235, 46044.9, -27054.1, 24239.9, 87026.2, 27759.9, -28993.2, -76974, 41757.3, 21623.8, -21617.9, 27875
3445, 50757.4, -26314.3, -23064.5, -36768, 64910.1, 59728.9, -22082.5, -8868.83, 67634.9, 25021.8, -48868.8, -38387.9, 90918.1, -56050.3, 60587.6, -34716.6, 47643.5, -46406.8, 7119.53, -2554.31, 118097, 25737, 1505.35, 115080
3460, 71842.6, 23790.3, -34466.7, -58373.1, 162154, -33621.9, -70745.9, -141561, 31155.9, -30101, -5367.55, 2114.45, 280645, 41666.4, 158484, 227471, 53298.1, -5389.28, -52266.8, -6114.64, 32540.4, 12820.9, 29888.5, 1019.89
3465, 64063.9, 37650.1, 32953, 40009.2, 181353, -172391, 33434.3, 34957.2, 34869.9, 21947.3, -22468.3, -13496.6, 97616.4, -71604, 28077.7, 58839.9, 116666, -58997.8, -15532.6, 99209.8, 166595, 28269.9, 2207.85, 164112
3469, 60638.2, -51254.9, 25619.3, 19838.6, 129095, 50678.5, 93370.3, -72868.2, 122492, 41872.6, -1814.9, 115038, 216514, -35119.5, -81578.7, 197357, 67590.7, -54428.9, -33199.5, -20707.7, 36882.1, -33995.4, -8451.67, 11146.6
3476, 169564, -79965.3, 3050.36, -149493, 91547.7, -25973.6, 71340.9, -48898.1, 63802.2, 41565.3, -8054.95, -47194.1, 224659, 196617, -47288.7, -96044.5, 70069, -65460.2, 3612.63, -21185.2, 45713.3, 14592.3, -33210.2, -26533.7
3497, 226554, -22518, 101296, 201392, 141961, 22144, 120219, 68087.5, 166759, 35461.5, -41917.4, 157276, 199795, -77548.1, -181811, -16129.8, 175232, 28585.1, -169470, -19420.2, 345259, -29890.4, 59090.3, 338749
3508, 32526.6, -7473.83, 29663.7, 11053.3, 140280, 120715, 40404.2, 57854.7, 58095, -15326.8, -47364.6, 29072.1, 240173, -238044, -17610.1, 5992.63, 107556, 86843.2, 44637.8, -42670.8, 39148.4, 36206, -12149.5, -3568.98
3511, 70198.6, 30950.6, -14358, 61349.3, 156783, -49217.2, -58524.8, 136623, 203562, -19365.5, 38714.1, -198860, 54336, -3143.85, 35500.2, -40781.8, 37412.6, 13996.8, -32543.4, -11294.2, 119881, 25831.3, -9103.88, -116680
3540, 60454.8, 40028, 42841.1, 14737.1, 102353, 74586.4, -39839.8, -56609.6, 42618.9, 10641.2, 33195.2, 23058.6, 85951.7, -73387.6, -1974.44, 44387.6, 93248.5, -16297.7, -50970.6, -75074.3, 215753, -28364.1, 39204.2, 210108
3546, 34551.6, -33144, -8841.65, -4136.02, 90809.5, 41048.5, -67514.8, -44287.5, 110765, -28497.6, -31629.6, 101969, 58908, -32932.2, 42217.5, -23073.2, 50366.3, -38746.8, 16771, -27078.3, 48148.1, 36569.8, -2706.95, -31056.3
3578, 85812.4, -18870.7, 49358.1, 67612.4, 68718.2, 66850.8, 10202.4, 8463.54, 141506, -14928, -24204.5, 138536, 188435, -34457.3, -14475.6, -184594, 35067.1, 14427.4, -31630.9, -1151.8, 68350.4, 25841.3, 3605.59, 62894.7
3626, 54319.8, 16782, -27042.6, -44019.2, 130879, 1492.47, -88472, -96010.6, 39463.2, -8132.26, 27599.8, -26303.9, 1.20055e+06, 98854.5, 406438, -1.12518e+06, 324130, -59753.2, -151450, -280013, 45193.5, -2679.55, -44452, -5708.2
3628, 362198, -90293.8, 108486, 333565, 195207, -81678.9, 72974.3, 161010, 141306, 100543, 35507.6, -91592.4, 1.12727e+06, 233930, -247773, 1.07437e+06, 118348, 54523.5, -78627, -68348.3, 74183.5, -23401.9, 21850.9, -66664
3640, 219771, -37130.3, -55346.9, -209422, 69249.6, -13208.3, 55443.1, -38797.5, 88690.8, 20822.5, -45935.3, -72355.9, 78131.7, 70888.9, 16281.6, -27344.8, 114965, -39465.3, -36060.8, -101392, 182523, -18262.6, 46148.4, 175486
3644, 72464.2, -32848, 3302.58, 64507, 116720, 79605.8, -59384.6, 60576, 86329.4, -39367.9, 59420, 47962.2, 57542.8, 4457.66, 39811, -40612, 146706, -11842.2, -35094.4, 141828, 30887.8, 516.512, -26169.3, 15409.8
3652, 124466, 18455.3, 28977.8, -119631, 101025, -36556.5, 49604.1, -79740.8, 104399, -56444, -261.27, 87376.2, 84693.9, -49174.8, -64751.5, 15856.7, 59224, 47830.8, -34045.4, -7309.47, 36019.8, 15146.3, 20480.6, -25343.7
3654, 210102, -66348.7, 53070.1, 192157, 280374, -10359.6, -71036.3, 270871, 79381.6, 27416.3, 31244.1, 67482.9, 82521.4, 55207.7, -18303.5, 58416.1, 44441.5, -14998.1, 27329.9, 30881.6, 60597, -21463.2, -13043, 55012.1
3669, 69694.9, 34034.1, -49778, 34945.7, 80270.8, -33662.3, -53561.5, 47613.3, 79414.8, -48192.2, 34257.7, 52734.9, 181458, -53761.1, 49999.7, -165327, 46335.9, 31827.7, 12318.9, 31068.1, 88113.9, -8906.17, 32094.8, -81352.1
3685, 194525, -39175.4, 37214.6, -186870, 94033, -41056.3, -79146.9, 28497.7, 106913, 51448.5, 69657.6, -61635, 114150, 90740.2, 5346.48, 66823.5, 94844.1, -78848.6, 3964.57, 51715.3, 199785, 36789.4, -9371.34, -196026
3686, 33280.3, -32366.4, -4051.93, 6600.32, 116318, 20799.7, 102641, -48514.6, 45109.8, -30471, 13463, -29897.4, 91479.2, 66508.7, 37486.4, -48715.2, 118718, 24404.9, -48371.1, -105178, 47505.2, -31477.5, -21019.6, 27089.6
3692, 155220, 77131.9, -73361.4, -112969, 372259, -92518, 72719.7, 353045, 97204.3, 34642.3, -87866.7, 19088.6, 85600.7, -47238.4, 40915.4, 58120, 266098, 56116.4, 8373.35, -259839, 97854.5, 8817.23, 47491.8, 84743.4
3693, 57193.1, -12773.5, -55198.7, 7809.02, 105201, 41194.5, 77454.1, 56539.1, 45479.6, -36467.8, -18690.7, 18974.6, 254160, 25693.6, -170267, 186882, 73430.7, -43215, 57324.6, 13486.5, 61920, 25144.9, 37620.9, -41823.1
3694, 42455.6, -1459.81, 39702.8, 14967.5, 58530.8, 12404.7, -56382.1, 6299.49, 57507.4, 11220.2, 40690.4, -38463.6, 45070.1, -43190.7, -8573.73, 7150.55, 78157.3, -17636.7, -21421.2, 72916.7, 54393.5, 13149.4, 21869.8, 47698.2
3702, 89414.1, -3152.35, -87929.8, -15914.9, 86175.4, 20086.1, 79693.8, 24287.9, 36483, 28560.1, 7462.32, -20486.9, 84157, -77937, 3007.1, -31160.8, 40080.3, 25920, -11242.1, -27708.5, 25920.4, 24969.4, 4212.87, 1888.82
3706, 54901.6, 11341.5, -30877.2, -43956.2, 51481.4, 19616.1, 46577.6, -4715.03, 92330.8, -27817.1, 26441.7, -83920.6, 476724, -101239, -48784.5, -463229, 84633.3, -29896.5, -35621.7, -70092.5, 90861.9, 29648.4, -31150, 79942.2
3721, 198427, 78291.4, 24275, 180706, 506641, -163432, 18688.9, 479001, 184758, 150404, 10966, 106249, 152115, -139315, -46810.3, -35306.7, 135752, -49895, 11.5466, -126113, 148590, -12781.2, 34938.8, 143804
3737, 68160.7, -54067, 14635.5, -38838.4, 95564.3, 94518.1, 6548.87, 3920.93, 89125.2, -49367.5, -41847.2, 60180.6, 396729, 69702.1, 24969.9, -389724, 78083.6, -43349.8, 56509, -31082.3, 50027.4, -38149.6, -5342.48, 31134.7
3758, 134015, 101173, 68580.7, 54962.2, 63634.7, -44749.4, 39648.6, -19504.3, 97547.8, -248.986, -58865.7, 77574.4, 74403, -15270.9, -53825.8, -48439.1, 85586.7, -19213.5, 52151.1, -64445, 31799.6, -18563.9, -18782.2, 16985.8
3771, 76678.6, 20278.7, -73399.4, -8995.07, 117975, -49939.8, -104214, -20212.8, 164281, -8655.67, 100159, 129544, 50238.3, 33901.6, 25830.5, 25412, 41968.1, -37141.3, 16291.3, 9003.94, 48530.5, 31551, 8211.5, 35553.3
3785, 58957.3, 53779, -18141.6, 15957.9, 162926, 51714.7, 51627.5, 145467, 69170.1, -24883.8, 44064, -46591, 99012.5, -30684.2, -68802.9, -63400.6, 43167.1, -40792.5, -10731.1, 8179.96, 36900.4, 9501.97, -29662.8, -18786.8
3789, 68295.5, 66067, 15787.8, -7082.73, 148161, -4752.53, -76601.6, 126203, 101009, -7258.55, 60675.8, 79914.8, 43585.8, -41155.2, 963.914, 12636.9, 164849, -30989.2, 25131.9, 159850, 30676.3, 23585.9, 11111.8, -15087.1
3796, 32177.9, 25103.1, -16884.6, -10961.4, 237851, -43412.5, -225031, 62809.6, 239277, 38722.5, 166224, -166571, 96957.4, 10715.3, 93603.6, -20123, 49052.7, -25795.3, 21063.3, -35397.4, 30453, 13686.2, 24803.2, 9788.46
3851, 242652, -57742.6, 101339, 212782, 199871, 16607.5, 137777, 143054, 43618.2, 25145.5, -32919.6, -10626.1, 215907, -52561.3, -202113, -49674.4, 163508, 70956.7, -57823.5, 135113, 176596, 45414.7, 19223, 169271
3859, 381511, 123361, -24463.3, -360186, 444391, 242153, -51494.8, -368531, 380291, -53774.6, 159126, -340770, 904213, -189486, -160312, 869244, 104788, -56589.9, 76842.9, -41751.4, 156243, -60532.4, 27045, -140940
3871, 44826, 34180.5, 22611.6, -18159.4, 165980, -95755.1, -26760.3, -132302, 114181, 55869.4, 27022.4, -95650.4, 34913.5, -29908.5, 1900.26, -16702.5, 104914, -20125.3, 20116.9, -100819, 44658.6, 7429.44, -25009, 35896.2
3898, 67439, -28143.7, -43516.3, 43154.2, 112037, -10280.3, 31120, 107021, 33831.4, -29533, 9665.77, -12045.8, 224572, 17376.8, 73977.4, -211041, 78194.8, -4290.35, -35986.4, 69090.4, 35892.3, 31294, 8769.2, 14354
3906, 140068, -68923.2, 14023.2, 121128, 152486, -111518, -37395.9, 96290.2, 86053.5, 43774.3, 70462.6, -21824, 200724, 126546, 37262.1, -150381, 141779, 118771, -30060.4, -70557.7, 92588.1, -10851.2, -61817.9, 67771.6
3971, 100816, 93276.6, 11560.9, 36463.3, 134425, -63599.8, 49025.5, 106912, 81061, 12186.6, -75781, -23830.9, 187500, -64832.3, -3134, 175802, 100222, 29726.2, -28870.7, 90783.2, 148371, 20292.6, 24337.5, 144903
3993, 153964, 41848, 19127.4, 146928, 149980, 89008, 34915.7, 114997, 88374.1, 23271.6, -59894.5, -60027.6, 101707, -67346.7, -65453.8, 36387.8, 41927.1, -36792.2, -4306.78, -19182.5, 74434.5, -15480.9, 20756.9, -69736.4
4011, 53339.4, -29101.7, -30980.6, -32223.8, 93851.1, 35601.5, 52082.8, -68134.5, 131847, 15053.6, 41303.2, -124050, 302681, 68797.4, 8073.22, -294428, 146790, 4887.49, -54704.1, -135918, 140861, -37560.6, 2444.35, -135584
4017, 43486.6, 17738.2, 39510.7, 3916.68, 79762.1, 57417.7, -17255.8, -51977.6, 121060, -52250.4, -25041.7, -105689, 66510.8, 56643, 13325.7, -31396.7, 129525, -53313.4, -10220.7, 117263, 139682, 33596.3, -5948.17, -135340
4036, 61017.9, -17783.1, -23445.6, 53453.2, 91566.4, 30266.2, 47644.7, 71259.9, 38453.9, 36598.5, -7813.36, 4537.11, 153464, -133649, 41550.3, -58474.2, 219889, 47805.7, -6212.87, -214374, 104789, 22992.6, -18303.9, 100379
4044, 46256.3, -21037, -40133, -9296.23, 277551, 166370, -90297.2, 202446, 203290, -159213, 66681.3, 105831, 78332.1, 30892.8, -45143.6, 55860.2, 43445.8, 14275, 37348.7, 16167.4, 51746.5, -19092, 29293.8, -37438.9
4056, 57214.2, 13992.2, -29537.7, -46959.5, 94941.6, -43395.7, -48988.4, -68354.6, 60307.5, -31427.9, 24649.5, 44566.3, 72684.6, -51716.9, 10616.9, 48909.1, 100491, 20216.2, 29351.8, -93712.9, 40385, 21832, 21037.7, 25687.9
4066, 47776.3, 7735.23, 46471.6, 7944.88, 117494, -64194, 20535.6, -95612.4, 112548, -32591.7, 49076.9, 95646.4, 230359, 38242.1, -19073.4, 226337, 62337.1, -8992.35, -40354.6, 45859.3, 35147.5, 33209.1, 6234.97, -5650.82
4079, 85036.4, 4966.53, -56486.1, -63370.6, 126290, 3603.11, 47766.6, -116461, 166756, -37608.4, -24543.5, -160404, 82745, 14372.7, 73014.6, 34002.8, 82982.8, -53188.4, 35464.3, -52152.5, 70451.9, 21641.1, 34630, -57116.9
4087, 187510, 78566.3, -92327.1, 143048, 77235.5, 33704, 28388, 63218.3, 90256, -26468.6, -31247.1, 80191.7, 173319, -101500, 95296.8, 102433, 54687.9, -16488.3, 29596, 42791.6, 29186, -17484.3, -21590.2, -6733.13
4097, 158291, 509.863, 27608.9, -155864, 181422, -21625.2, 93558.3, -153739, 26171.7, 25234.2, -2395.69, 4920.62, 165533, 53256.2, -154898, 12912.4, 47360.4, 24650.5, 28623.8, 27241.8, 110569, -8058.76, -26032.4, 107033
4104, 54697.6, 27866.3, 33273.9, -33288.6, 88713.9, -60076, -42606.7, 48244.9, 36334.8, -20567.3, 20153.4, -21671.7, 57592.5, -12185.1, 49802, 25749.2, 112451, -49940.9, 6887.1, 100210, 48239.6, -21054.1, -35069.7, -24075.7
4139, 85957.6, 41416.9, 38813.5, 64551.2, 410194, -56335.1, 48842.2, -403218, 49419.5, 18518.7, -43005.7, 14622.5, 322579, -133762, -34620.1, -291140, 56958.5, -5353.35, 27141.5, 49333.6, 34098.4, 24298, 7976.81, -22300.4
4167, 147246, 52560.9, -41655.5, 131087, 156514, -67653.2, 86869, 110879, 153301, -35097.8, -17405.5, 148139, 65729.7, 44134, 48519.6, -1370.93, 59426.7, -13763.3, -44574, -36677.6, 45588.3, -31863.2, -18323.7, 26888.8
4178, 80074.6, 63924.2, 41563.3, -24456.7, 123577, 45119.4, 113860, -12523.7, 106092, -28996.1, -82162.1, 60037.1, 160163, -129263, 10465.4, 89016.4, 110929, 84407.1, -19360.6, -68809.9, 75758.1, -60249.9, -35790.1, 26153.1
4210, 59070.3, -11729.2, 49451.2, 30104.6, 126011, -15973, -115021, -44341.3, 101191, -59481.2, -27530.6, 76371.3, 685427, 173218, 110877, -652847, 93815.1, -76427.9, -17742.9, -50632.5, 43404.1, -8663.32, -25087.3, -34089.5
4226, 191249, 51945.3, -88850.3, -161194, 234268, 4641.7, 139613, 185231, 196365, 101101, -38562.3, -163610, 167231, -86854.1, 60018.9, 128367, 54547.7, 26074.5, 46582.8, -8822.96, 26695.1, -22945.2, -13120.2, 1422.49
4237, 76623.4, 21292.8, 32045.9, -66263.2, 171835, 145954, -76014.8, 40571.1, 115260, 11412.1, 86097.6, 74523.9, 79789.2, -55170.7, 25235.5, 51059.2, 97685.7, -35462.9, -27432.8, 86485.3, 27393.1, -25805.3, 461.746, -8557.58
4240, 86655.8, 3758.61, 70977.5, -49571, 725634, 56334.6, -160436, -705285, 464388, -63954.7, -125002, -442393, 520887, 91118.2, 191260, 475688, 451012, -5933.49, -81875, -443426, 44694.3, -22507.2, -19444.5, 32840.6
4248, 150044, 24964.6, -58630.4, -135840, 191656, 65403.8, 55978.8, -170569, 178856, -52789.4, -35127.7, -167167, 226933, -7121.03, 79843.5, -212145, 156927, 34591.7, -6371.5, -152888, 60116.1, -28742, -12328, -51223.5
4251, 32658.1, 28150.6, 15681.1, -5309.11, 293336, 1577.32, 152125, -250104, 195541, 77507.5, 14757.8, -178653, 800013, -127660, -207928, 761807, 277620, -82257.7, 48353.9, -260632, 73320.9, 31565.1, 23136.8, 61656.9
4262, 62328.5, 57084.4, -24784.5, 3454.08, 89255.4, 47521.7, 4747.53, 75008.5, 86376.9, -20430.9, -19955.8, 81248.7, 59968.7, -23642, 49023.5, 24284.3, 66987.8, -44568.3, 14227.4, -47157.7, 121199, -12827.7, 23438.1, -118115
4277, 52100, -30186.6, 37156.2, -20556.8, 93828.4, 31272.2, -32421.6, 82163.8, 156820, 41219.2, 9593.84, -150871, 81770.1, -52590, -50936.8, 33600.8, 39812.5, -26019.3, 28537.4, 8730.48, 44128.5, -33399.3, -7355.49, 27098.5
4279, 36459.9, 20810.8, 26927.8, -13081.1, 202119, -19279, 131601, -151422, 173476, -62097, -546.568, 161759, 267308, -37083.4, -126911, 232106, 126397, 58489.4, -5855.43, 111282, 172997, 7481.19, -48648.1, 165583
4305, 40315.8, 37209, -4593.34, -14823.6, 109531, 91371.7, 45053.9, 36547.2, 74462, -55168.4, -41226.8, -27307.3, 53244.6, -3121.55, 40870.5, 33306.8, 35594.8, 10040.5, -33756.4, 889.241, 58961, -8817.33, 29711.7, 49742.2
